shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
3999,508,517,3,4,4,2920,DHL Express,Delivered,617.1,122.64,BOAT5650048105,
4000,580,599,12,4,2,6008,FedEx International,Delivered,17823.38,2102.8,BOAT5529588160,
4001,144,165,7,6,2,6016,DHL Express,Delivered,2370.11,360.96,BOAT5162133521,
4002,436,448,6,5,2,2608,Maersk Line,Delivered,640.82,112.14,BOAT5548699742,
4003,224,236,1,6,4,4224,C.H. Robinson,Delivered,784.8,190.08,BOAT6163671384,
4004,511,517,11,4,2,304,DHL Express,Processing,1228.01,638.4,BOAT2197765870,
4005,597,619,4,2,1,3776,Maersk Line,Delayed,794.22,151.04,BOAT5584533870,Customs Clearance
4006,647,653,4,1,1,10640,C.H. Robinson,Delivered,2117.71,425.6,BOAT9383732647,
4007,103,110,3,1,4,1600,FedEx International,Delivered,338.08,67.2,BOAT5615127606,
4008,98,123,11,1,2,128,Maersk Line,Delivered,1142.81,268.8,BOAT1814828739,
4009,284,301,2,5,3,10928,DHL Express,Delivered,3823.71,491.76,BOAT5027801885,
4010,545,559,11,3,1,5400,DB Schenker,Delivered,39544.49,11340.0,BOAT2642311371,
4011,198,217,10,4,3,6168,UPS Worldwide,Delivered,152069.12,19737.6,BOAT6431229686,
4012,38,45,10,5,2,5760,DB Schenker,Delivered,103371.09,18432.0,BOAT1704628312,
4013,516,522,9,6,4,800,FedEx International,Delivered,51.89,40.0,BOAT7023813197,
4014,589,611,6,4,1,592,CMA CGM,Delivered,74.89,25.46,BOAT8956371814,
4015,723,731,3,1,5,3744,XPO Logistics,Delivered,543.0,157.25,BOAT9441078918,
4016,214,227,8,4,2,376,DHL Express,Delivered,81.15,20.68,BOAT9802726805,
4017,555,569,6,4,4,216,DB Schenker,Delivered,42.81,9.29,BOAT9515874793,
4018,208,232,6,2,2,3488,DB Schenker,In Transit,1445.24,149.98,BOAT7467334150,
4019,253,265,4,6,5,3448,DHL Express,Delivered,558.79,137.92,BOAT7746654436,
4020,582,588,5,1,4,808,XPO Logistics,Delivered,148.13,40.4,BOAT6572051791,
4021,671,678,4,3,1,5728,DHL Express,Delivered,1399.38,229.12,BOAT4752096901,
4022,367,388,5,3,3,944,DHL Express,Delivered,324.55,47.2,BOAT8372113002,
4023,341,348,12,4,5,5912,DB Schenker,Delivered,9173.64,2069.2,BOAT8599559166,
4024,162,172,15,3,5,928,UPS Worldwide,Delivered,154.13,41.76,BOAT5084586761,
4025,442,450,7,2,5,176,Kuehne+Nagel,Processing,35.58,10.56,BOAT9276240511,
4026,77,91,7,4,2,696,DHL Express,Delivered,90.26,41.76,BOAT2031720616,
4027,494,512,2,4,2,4304,C.H. Robinson,Delivered,1250.08,193.68,BOAT9167541780,
4028,490,508,6,1,3,5856,Kuehne+Nagel,Delivered,1569.75,251.81,BOAT3373136112,
4029,149,172,14,6,4,4096,C.H. Robinson,Delivered,8372.85,901.12,BOAT9414694293,
4030,455,461,15,6,1,3008,XPO Logistics,In Transit,665.99,135.36,BOAT7880929108,
4031,167,175,13,3,1,1936,XPO Logistics,Delivered,2015.62,464.64,BOAT7308956601,
4032,604,614,8,1,4,4784,DHL Express,Delivered,1104.91,263.12,BOAT8807156320,
4033,108,129,10,6,1,3048,DHL Express,Delivered,56869.55,9753.6,BOAT1396471523,
4034,103,115,9,4,5,592,FedEx International,Delivered,42.13,29.6,BOAT9342720259,
4035,682,693,11,1,3,3944,DHL Express,In Transit,32428.94,8282.4,BOAT1150476430,
4036,88,102,12,6,2,576,FedEx International,Delivered,306.33,201.6,BOAT4791084274,
4037,132,147,2,3,4,2648,DHL Express,Delivered,1153.54,119.16,BOAT5650307152,
4038,725,731,10,6,3,4496,DHL Express,Delivered,114232.32,14387.2,BOAT4360268824,
4039,166,185,9,6,1,136,C.H. Robinson,In Transit,34.48,6.8,BOAT1984895481,
4040,132,146,10,6,2,6096,FedEx International,Delivered,92450.13,19507.2,BOAT5721388584,
4041,684,694,12,3,5,2904,DHL Express,Delivered,5357.66,1016.4,BOAT9019264643,
4042,595,602,16,5,2,4696,Maersk Line,Delivered,1217.43,234.8,BOAT1404654454,
4043,571,593,10,1,5,408,UPS Worldwide,In Transit,2972.75,1305.6,BOAT7673711634,
4044,711,728,3,4,5,3520,DHL Express,Delayed,773.54,147.84,BOAT8634010848,Documentation Issue
4045,490,505,9,5,2,840,CMA CGM,Delivered,133.61,42.0,BOAT8129451728,
4046,721,731,14,5,3,1736,Kuehne+Nagel,In Transit,2181.88,381.92,BOAT5371385889,
4047,159,179,16,4,2,1344,DHL Express,Delivered,521.37,67.2,BOAT8419328912,
4048,687,697,2,4,2,4232,DB Schenker,Delivered,697.9,190.44,BOAT3942352412,
4049,16,35,10,2,4,192,DHL Express,In Transit,3693.77,614.4,BOAT9381380968,
4050,522,545,15,3,1,1288,Kuehne+Nagel,Delivered,425.12,57.96,BOAT7253678930,
4051,282,303,4,2,2,552,C.H. Robinson,Delivered,164.44,22.08,BOAT8285783288,
4052,677,688,1,4,1,7216,UPS Worldwide,Delayed,1450.18,324.72,BOAT4721341255,Port Congestion
4053,382,396,8,3,1,6240,C.H. Robinson,Delivered,2196.46,343.2,BOAT6215462770,
4054,519,534,8,6,2,3288,Kuehne+Nagel,Delivered,970.83,180.84,BOAT4509567728,
4055,318,344,8,5,3,424,C.H. Robinson,In Transit,118.05,23.32,BOAT4290015276,
4056,595,606,2,4,4,4024,CMA CGM,Delivered,1282.44,181.08,BOAT7420490633,
4057,300,321,10,6,1,296,DHL Express,Delivered,6302.68,947.2,BOAT7176055392,
4058,389,397,14,2,5,6256,XPO Logistics,Delivered,5459.31,1376.32,BOAT6529414386,
4059,610,622,3,2,5,816,DB Schenker,Delivered,229.51,34.27,BOAT7254203621,
4060,684,711,6,4,4,256,DHL Express,In Transit,56.58,11.01,BOAT5806805596,
4061,618,632,5,1,1,5912,C.H. Robinson,Delivered,994.75,295.6,BOAT6425009293,
4062,100,109,9,2,4,352,DB Schenker,Delivered,33.43,17.6,BOAT7105529392,
4063,166,178,5,4,1,3376,CMA CGM,Delivered,620.4,168.8,BOAT4894121222,
4064,301,322,12,1,3,776,C.H. Robinson,Delivered,630.01,271.6,BOAT8887361156,
4065,714,725,6,4,2,608,UPS Worldwide,Delivered,46.01,26.14,BOAT3024881353,
4066,53,74,3,5,4,2248,XPO Logistics,Delayed,508.66,94.42,BOAT9891116291,Security Check
4067,484,500,6,6,4,304,CMA CGM,Delivered,29.17,13.07,BOAT8337806202,
4068,677,689,12,4,5,128,C.H. Robinson,Delivered,184.71,44.8,BOAT5032828815,
4069,608,615,13,1,4,48,C.H. Robinson,Delivered,46.91,11.52,BOAT4630086455,
4070,402,425,10,1,3,320,CMA CGM,Delivered,5124.75,1024.0,BOAT4766236030,
4071,426,448,2,3,3,4024,UPS Worldwide,Delivered,1797.47,181.08,BOAT2754714205,
4072,354,371,11,4,1,4208,CMA CGM,Delivered,87346.9,8836.8,BOAT3391961863,
4073,565,579,8,3,4,4024,Kuehne+Nagel,Delivered,1889.63,221.32,BOAT2738368707,
4074,248,274,14,5,5,3816,CMA CGM,Delivered,5643.18,839.52,BOAT9644935726,
4075,256,265,1,3,1,736,XPO Logistics,Delivered,207.25,33.12,BOAT1197153329,
4076,36,44,16,4,4,2440,CMA CGM,Delivered,654.28,122.0,BOAT4137406038,
4077,127,140,8,4,1,4016,FedEx International,Delivered,1502.54,220.88,BOAT9619470362,
4078,664,682,9,2,3,696,Maersk Line,Delivered,91.25,34.8,BOAT4238175881,
4079,390,406,4,4,5,1720,DHL Express,Delivered,514.5,68.8,BOAT3632574457,
4080,46,62,4,3,1,4312,UPS Worldwide,Delayed,1012.28,172.48,BOAT9005416945,Carrier Capacity
4081,655,676,16,1,5,2920,XPO Logistics,In Transit,1046.2,146.0,BOAT6861709401,
4082,127,138,11,2,5,5472,FedEx International,Delivered,72161.93,11491.2,BOAT6112001138,
4083,364,391,1,5,1,1224,FedEx International,Delivered,474.8,55.08,BOAT3609732447,
4084,94,120,2,1,4,1104,FedEx International,Delivered,387.59,49.68,BOAT2264716832,
4085,674,680,15,4,1,2136,DHL Express,Delivered,283.46,96.12,BOAT4201452277,
4086,163,181,16,3,4,1680,DHL Express,Delivered,820.43,84.0,BOAT6273453726,
4087,298,310,3,4,3,1560,DB Schenker,In Transit,413.99,65.52,BOAT1071795167,
4088,709,717,5,4,1,728,FedEx International,Delivered,40.25,36.4,BOAT5997033215,
4089,69,79,8,4,4,96,XPO Logistics,Delivered,17.27,5.28,BOAT5812624699,
4090,646,658,7,4,3,344,XPO Logistics,In Transit,71.58,20.64,BOAT7489347281,
4091,466,485,4,1,5,3552,FedEx International,Delivered,1229.42,142.08,BOAT4715136807,
4092,640,649,5,2,5,6192,XPO Logistics,Delivered,1005.94,309.6,BOAT5392761322,
4093,36,50,9,2,2,4488,Kuehne+Nagel,Delivered,1075.03,224.4,BOAT6908595834,
4094,335,343,1,2,1,544,UPS Worldwide,Delivered,93.04,24.48,BOAT3299184337,
4095,563,574,12,6,1,680,FedEx International,In Transit,210.39,238.0,BOAT2125608741,
4096,163,172,10,1,1,5704,FedEx International,Delivered,52053.33,18252.8,BOAT3190356942,
4097,122,136,8,2,5,2520,DB Schenker,Delivered,682.47,138.6,BOAT7720573879,
4098,355,368,12,3,2,368,CMA CGM,Delivered,217.91,128.8,BOAT9347543829,
4099,125,137,12,1,5,3944,C.H. Robinson,Delivered,4051.78,1380.4,BOAT7122162956,
4100,528,541,1,6,2,5264,Kuehne+Nagel,Delivered,1783.02,236.88,BOAT7464675739,
4101,413,430,10,5,2,5184,Kuehne+Nagel,In Transit,164592.13,16588.8,BOAT7284999498,
4102,327,344,3,3,5,616,C.H. Robinson,Delivered,233.78,25.87,BOAT9400408032,
4103,556,573,2,1,5,4768,Kuehne+Nagel,Delayed,892.67,214.56,BOAT4585970346,Port Congestion
4104,150,165,4,4,1,544,UPS Worldwide,Delivered,130.58,21.76,BOAT1160013404,
4105,346,351,13,2,2,280,XPO Logistics,Delivered,58.79,67.2,BOAT4494033039,
4106,586,598,4,4,1,1664,DHL Express,Delivered,380.7,66.56,BOAT8023353082,
4107,588,604,2,2,1,6384,DHL Express,Delivered,1250.59,287.28,BOAT7135203083,
4108,413,430,16,2,5,4528,XPO Logistics,Delivered,1970.1,226.4,BOAT7830107137,
4109,104,118,13,4,4,376,DB Schenker,Delivered,94.58,90.24,BOAT5159638019,
4110,290,302,15,5,5,2664,FedEx International,Delivered,394.27,119.88,BOAT5901910735,
4111,270,281,14,2,5,352,XPO Logistics,Delivered,69.4,77.44,BOAT7912456663,
4112,151,158,2,1,5,2376,XPO Logistics,Delivered,529.3,106.92,BOAT1830242083,
4113,2,23,8,5,3,5344,Maersk Line,Delayed,1532.41,293.92,BOAT6799695711,Carrier Capacity
4114,640,653,10,1,5,4264,CMA CGM,Delivered,59930.85,13644.8,BOAT1476002217,
4115,105,127,5,1,4,4720,DB Schenker,Delivered,1224.69,236.0,BOAT3320029709,
4116,517,543,3,1,2,4424,FedEx International,Delivered,1363.28,185.81,BOAT8899312992,
4117,61,78,14,6,2,336,XPO Logistics,Delivered,107.13,73.92,BOAT2699344028,
4118,669,694,1,4,3,3664,UPS Worldwide,Delivered,1043.51,164.88,BOAT4730851278,
4119,654,668,10,4,4,168,XPO Logistics,In Transit,2519.16,537.6,BOAT3938086795,
4120,95,104,13,3,4,144,DHL Express,In Transit,43.92,34.56,BOAT3465965420,
4121,419,431,2,2,4,3568,UPS Worldwide,Delivered,900.14,160.56,BOAT9624756649,
4122,25,49,8,3,2,1976,Kuehne+Nagel,Processing,719.04,108.68,BOAT4764794833,
4123,375,385,12,4,5,3848,XPO Logistics,Delivered,9117.36,1346.8,BOAT1731768187,
4124,369,374,2,3,4,3976,DB Schenker,Delivered,1211.71,178.92,BOAT4960192695,
4125,172,180,7,3,2,5936,C.H. Robinson,In Transit,1281.02,356.16,BOAT4629868959,
4126,712,725,15,4,5,136,CMA CGM,Delivered,17.16,6.12,BOAT6214525159,
4127,43,80,14,2,1,3400,DHL Express,Delayed,7676.85,748.0,BOAT3919344399,Customs Clearance
4128,121,134,7,2,1,408,FedEx International,Delivered,79.34,24.48,BOAT3029861741,
4129,220,242,14,5,4,704,CMA CGM,Delivered,338.86,154.88,BOAT2806562983,
4130,400,422,3,4,3,2192,C.H. Robinson,Delayed,359.42,92.06,BOAT5176994010,Carrier Capacity
4131,451,470,13,4,2,432,C.H. Robinson,Delivered,170.3,103.68,BOAT7901527054,
4132,75,92,14,6,3,4272,DHL Express,Delivered,6029.97,939.84,BOAT8966072427,
4133,272,284,9,4,2,456,Kuehne+Nagel,Delivered,38.63,22.8,BOAT3144360145,
4134,164,177,5,5,2,176,DB Schenker,Delivered,40.64,8.8,BOAT7510446919,
4135,488,502,3,1,3,1832,C.H. Robinson,Delivered,552.1,76.94,BOAT9320530731,
4136,59,86,13,1,4,3440,Maersk Line,Delivered,4805.25,825.6,BOAT7110837680,
4137,33,50,8,4,1,6096,DHL Express,In Transit,2238.25,335.28,BOAT1388674416,
4138,87,103,10,4,5,5120,Kuehne+Nagel,Delivered,101151.25,16384.0,BOAT5927174505,
4139,453,477,16,2,1,2472,FedEx International,Delivered,613.21,123.6,BOAT6500596467,
4140,98,104,15,6,3,784,Kuehne+Nagel,Delivered,74.04,35.28,BOAT6718553701,
4141,600,620,11,1,3,776,DB Schenker,Delivered,1982.22,1629.6,BOAT4449117647,
4142,315,334,7,5,5,4992,DB Schenker,Delivered,2354.53,299.52,BOAT9099406613,
4143,684,694,4,4,2,3856,DB Schenker,In Transit,849.45,154.24,BOAT7001147995,
4144,702,720,12,5,2,1792,Maersk Line,Delayed,3622.92,627.2,BOAT3084094283,Security Check
4145,311,317,9,1,1,4256,DHL Express,Delivered,859.77,212.8,BOAT8211060023,
4146,618,624,13,6,5,6352,Maersk Line,Delivered,8916.22,1524.48,BOAT1350280727,
4147,559,579,6,4,4,6120,DB Schenker,Delivered,2415.18,263.16,BOAT8001149274,
4148,353,379,6,4,5,280,CMA CGM,Delivered,43.65,12.04,BOAT7104707118,
4149,168,179,3,2,1,3128,Kuehne+Nagel,Delivered,964.15,131.38,BOAT8974790256,
4150,6,18,13,4,4,128,DB Schenker,Delivered,34.98,30.72,BOAT2253094095,
4151,558,569,13,6,2,176,Maersk Line,Delayed,54.33,42.24,BOAT4025907229,Carrier Capacity
4152,13,24,16,4,4,1656,FedEx International,Delivered,395.06,82.8,BOAT1139497159,
4153,611,619,5,6,1,4080,DHL Express,In Transit,1139.58,204.0,BOAT6801369211,
4154,677,691,3,4,1,5760,XPO Logistics,In Transit,1314.66,241.92,BOAT2510645737,
4155,443,471,14,6,1,88,CMA CGM,Delivered,77.16,19.36,BOAT6907533312,
4156,569,578,14,5,4,792,Maersk Line,Delivered,272.23,174.24,BOAT3575187023,
4157,367,387,1,3,1,800,DHL Express,Delivered,226.06,36.0,BOAT9929538728,
4158,280,287,6,4,1,600,Kuehne+Nagel,Delivered,50.17,25.8,BOAT3057044237,
4159,370,393,2,6,3,4280,UPS Worldwide,Delivered,973.62,192.6,BOAT8361081429,
4160,334,344,13,4,2,4296,FedEx International,In Transit,2848.64,1031.04,BOAT2644649403,
4161,104,117,11,4,4,3632,Kuehne+Nagel,Delivered,36986.68,7627.2,BOAT6310055368,
4162,326,336,10,2,4,496,Kuehne+Nagel,Delivered,4108.98,1587.2,BOAT4879131745,
4163,150,159,3,4,1,1024,Kuehne+Nagel,Delivered,299.92,43.01,BOAT1840414844,
4164,561,586,8,2,1,5064,Kuehne+Nagel,Delivered,1566.34,278.52,BOAT8119637069,
4165,595,614,2,5,3,2640,CMA CGM,Delivered,815.14,118.8,BOAT7275990383,
4166,366,374,9,6,1,808,DHL Express,Delivered,35.04,40.4,BOAT1979722387,
4167,716,731,12,4,3,6168,XPO Logistics,In Transit,9965.34,2158.8,BOAT3844823345,
4168,71,81,14,2,1,384,DHL Express,Delivered,119.13,84.48,BOAT4500284457,
4169,376,394,4,2,5,9544,CMA CGM,In Transit,3158.49,381.76,BOAT4203903159,
4170,605,633,1,3,3,4912,CMA CGM,Delivered,1420.26,221.04,BOAT9445985257,
4171,186,197,9,6,5,5344,UPS Worldwide,Delivered,1388.38,267.2,BOAT5380648577,
4172,328,340,11,4,4,2208,C.H. Robinson,Delivered,19816.09,4636.8,BOAT1475421607,
4173,670,684,1,2,2,3096,XPO Logistics,Delivered,765.41,139.32,BOAT8028851912,
4174,616,634,4,4,5,936,Kuehne+Nagel,Delivered,335.79,37.44,BOAT8360665017,
4175,24,34,7,5,2,3760,DB Schenker,Delivered,1127.99,225.6,BOAT5631092293,
4176,423,432,8,4,3,5512,CMA CGM,Delivered,1415.98,303.16,BOAT6730983070,
4177,517,528,6,4,2,2880,Kuehne+Nagel,Delivered,548.77,123.84,BOAT1201152481,
4178,564,576,8,4,5,5320,CMA CGM,Delivered,1755.3,292.6,BOAT5643398327,
4179,504,530,14,2,3,712,CMA CGM,Delivered,248.64,156.64,BOAT1662708477,
4180,254,269,1,6,1,1920,C.H. Robinson,Delivered,524.06,86.4,BOAT4088959883,
4181,143,160,1,1,1,4824,CMA CGM,Delayed,1181.2,217.08,BOAT4185295059,Weather Disruption
4182,161,167,9,4,2,648,DHL Express,In Transit,60.72,32.4,BOAT2758892924,
4183,531,536,13,2,1,232,XPO Logistics,In Transit,75.2,55.68,BOAT3459640655,
4184,260,267,3,4,4,4720,XPO Logistics,Delivered,953.03,198.24,BOAT1743695851,
4185,193,210,6,1,2,944,DHL Express,In Transit,71.46,40.59,BOAT5425674494,
4186,215,239,1,3,2,9960,Kuehne+Nagel,Delayed,2943.36,448.2,BOAT1401827858,Port Congestion
4187,585,606,1,3,2,4880,UPS Worldwide,Delivered,1448.58,219.6,BOAT1622972419,
4188,446,464,4,2,2,2320,UPS Worldwide,Delivered,443.52,92.8,BOAT1605258124,
4189,276,288,1,4,2,2088,CMA CGM,Delivered,398.93,93.96,BOAT8095884874,
4190,567,584,15,4,1,1576,Kuehne+Nagel,In Transit,280.96,70.92,BOAT8416469862,
4191,535,547,3,6,1,2144,CMA CGM,In Transit,805.39,90.05,BOAT4187781221,
4192,546,557,13,1,1,1640,DHL Express,Delivered,1919.36,393.6,BOAT4086159464,
4193,389,408,4,6,2,3448,C.H. Robinson,Delivered,710.29,137.92,BOAT6469538357,
4194,465,475,16,4,4,3848,XPO Logistics,Delivered,1009.25,192.4,BOAT7139928323,
4195,430,448,16,5,1,600,Maersk Line,Delivered,283.43,30.0,BOAT4353568406,
4196,704,710,7,4,4,5496,DHL Express,Delivered,1565.66,329.76,BOAT3420234386,
4197,696,713,3,2,1,3304,C.H. Robinson,Delivered,586.27,138.77,BOAT1582318093,
4198,132,142,16,6,1,4064,FedEx International,Delivered,886.82,203.2,BOAT1818789489,
4199,19,27,8,6,3,312,DHL Express,Delivered,75.18,17.16,BOAT9729789661,
4200,597,623,9,4,1,1800,DHL Express,In Transit,659.94,90.0,BOAT9434640177,
4201,704,731,14,2,2,480,UPS Worldwide,Delivered,137.29,105.6,BOAT2889483864,
4202,271,292,11,4,5,1456,Maersk Line,Delivered,26087.44,3057.6,BOAT7757031316,
4203,91,111,15,4,1,768,C.H. Robinson,In Transit,59.71,34.56,BOAT9378920573,
4204,360,368,8,1,5,80,CMA CGM,Delivered,19.48,4.4,BOAT8009831088,
4205,196,215,9,3,3,4728,Maersk Line,In Transit,1007.04,236.4,BOAT2874328806,
4206,398,408,3,1,1,3592,Maersk Line,Delivered,987.48,150.86,BOAT8113547290,
4207,319,329,1,3,5,2688,CMA CGM,In Transit,753.5,120.96,BOAT6125194996,
4208,643,656,12,6,3,608,Maersk Line,Delivered,288.79,212.8,BOAT5759793735,
4209,384,394,12,6,3,344,CMA CGM,Delivered,232.86,120.4,BOAT9644772047,
4210,595,611,14,4,2,4752,FedEx International,Delivered,7215.63,1045.44,BOAT8126818711,
4211,402,415,7,1,5,992,CMA CGM,Delivered,378.44,59.52,BOAT6057462765,
4212,647,652,1,4,3,840,UPS Worldwide,Delivered,215.83,37.8,BOAT5138605572,
4213,8,22,2,2,1,1112,Maersk Line,Delivered,294.56,50.04,BOAT9133921112,
4214,285,303,4,4,3,6168,FedEx International,Delivered,1512.96,246.72,BOAT7287321596,
4215,590,604,12,1,5,2456,Maersk Line,Delivered,2923.76,859.6,BOAT8413529894,
4216,122,140,8,1,3,816,XPO Logistics,Delivered,54.01,44.88,BOAT8633057512,
4217,563,580,2,2,1,12120,XPO Logistics,Delivered,2417.92,545.4,BOAT8838364442,
4218,684,695,7,4,3,752,Kuehne+Nagel,Delivered,58.38,45.12,BOAT9702619015,
4219,225,245,3,4,3,9104,UPS Worldwide,Delivered,1686.06,382.37,BOAT6202748323,
4220,311,325,4,2,2,3288,DB Schenker,Delivered,738.03,131.52,BOAT1577976958,
4221,615,623,2,3,2,5256,UPS Worldwide,Delivered,833.5,236.52,BOAT5102788241,
4222,270,293,8,5,5,5728,DHL Express,Delayed,1375.57,315.04,BOAT1773009909,Carrier Capacity
4223,254,268,11,1,2,1464,Kuehne+Nagel,Delivered,20591.86,3074.4,BOAT4284167872,
4224,582,588,3,5,5,6304,FedEx International,Delivered,1008.53,264.77,BOAT8939231580,
4225,260,270,1,4,5,2752,DHL Express,In Transit,418.47,123.84,BOAT2580040970,
4226,220,229,5,3,1,5336,FedEx International,Delivered,1707.38,266.8,BOAT4423671835,
4227,202,216,3,4,1,1376,XPO Logistics,Delivered,666.25,57.79,BOAT6309003261,
4228,209,225,14,4,2,736,Kuehne+Nagel,Delivered,211.45,161.92,BOAT6350194833,
4229,403,423,10,2,2,5528,CMA CGM,Delivered,122830.57,17689.6,BOAT9783701951,
4230,337,346,12,6,5,5800,Kuehne+Nagel,Delivered,11189.08,2030.0,BOAT4740545916,
4231,494,506,11,1,2,1072,UPS Worldwide,Processing,12777.88,2251.2,BOAT7252657291,
4232,387,414,10,4,5,6200,Kuehne+Nagel,Delivered,111199.57,19840.0,BOAT2164627282,
4233,395,407,15,1,5,760,XPO Logistics,In Transit,48.39,34.2,BOAT9903726314,
4234,27,47,5,1,5,320,DHL Express,Delayed,49.04,16.0,BOAT6646760380,Carrier Capacity
4235,698,705,1,4,2,4408,Maersk Line,Delivered,820.49,198.36,BOAT8998195144,
4236,584,604,15,6,4,40,C.H. Robinson,Delivered,6.27,1.8,BOAT5856416434,
4237,573,588,4,5,1,1568,UPS Worldwide,In Transit,339.04,62.72,BOAT7926184499,
4238,627,651,11,1,2,2792,Maersk Line,Delivered,31122.49,5863.2,BOAT4882411860,
4239,713,730,11,5,1,4880,C.H. Robinson,Delivered,79596.42,10248.0,BOAT2954365090,
4240,573,596,11,1,4,5752,Kuehne+Nagel,Delivered,87962.97,12079.2,BOAT3109235155,
4241,353,365,1,6,3,1256,FedEx International,Delivered,269.1,56.52,BOAT6858461845,
4242,154,174,11,3,4,4736,FedEx International,Delivered,78269.7,9945.6,BOAT3322574466,
4243,322,328,2,6,2,3888,XPO Logistics,In Transit,657.55,174.96,BOAT4864989456,
4244,491,497,7,1,2,616,FedEx International,In Transit,109.89,36.96,BOAT5383619767,
4245,408,425,11,3,2,720,Kuehne+Nagel,Delivered,2692.71,1512.0,BOAT3020468033,
4246,310,330,7,2,2,656,FedEx International,Delivered,78.59,39.36,BOAT2394591719,
4247,276,281,5,6,4,96,Kuehne+Nagel,In Transit,26.42,4.8,BOAT3620279198,
4248,227,250,15,2,3,568,CMA CGM,Delivered,56.64,25.56,BOAT5404637637,
4249,346,366,2,2,1,1400,Maersk Line,Delivered,348.02,63.0,BOAT4535293829,
4250,382,392,13,2,5,4312,FedEx International,Delivered,4713.35,1034.88,BOAT4652922948,
4251,191,198,5,3,5,3968,Maersk Line,In Transit,1366.53,198.4,BOAT5616049099,
4252,133,148,5,3,3,744,FedEx International,Delivered,56.92,37.2,BOAT2042434062,
4253,657,672,13,4,5,4368,DB Schenker,In Transit,9631.87,1048.32,BOAT4639177673,
4254,57,71,14,6,3,336,CMA CGM,Delivered,109.59,73.92,BOAT8786903615,
4255,125,138,5,4,4,4080,DB Schenker,Delivered,871.78,204.0,BOAT6645224374,
4256,545,551,16,1,1,3344,DHL Express,Delivered,885.41,167.2,BOAT6058448737,
4257,350,359,3,2,5,4368,UPS Worldwide,Delivered,778.53,183.46,BOAT4362905868,
4258,503,508,7,3,2,408,Kuehne+Nagel,Delivered,83.38,24.48,BOAT9952225455,
4259,659,676,11,4,1,80,XPO Logistics,Delayed,651.44,168.0,BOAT6784928318,Customs Clearance
4260,498,515,8,2,1,896,CMA CGM,Delivered,198.1,49.28,BOAT1866364096,
4261,613,640,6,2,2,552,DB Schenker,Delivered,78.99,23.74,BOAT1817929895,
4262,291,305,8,4,5,5112,Kuehne+Nagel,Delivered,1843.6,281.16,BOAT3598065937,
4263,665,680,1,4,2,1544,DB Schenker,Delivered,504.6,69.48,BOAT9284585795,
4264,82,109,13,1,3,4336,C.H. Robinson,Delivered,7798.1,1040.64,BOAT7343397447,
4265,187,200,1,4,1,4704,UPS Worldwide,Delivered,814.41,211.68,BOAT1487049828,
4266,398,419,8,1,3,4448,XPO Logistics,Delivered,922.02,244.64,BOAT9520891078,
4267,564,585,16,5,1,3968,XPO Logistics,Delivered,1717.37,198.4,BOAT7229014040,
4268,246,261,4,1,2,3816,Kuehne+Nagel,In Transit,1163.67,152.64,BOAT7522587992,
4269,9,19,4,1,5,2344,UPS Worldwide,Delivered,370.89,93.76,BOAT3218918959,
4270,11,24,7,4,5,392,DHL Express,Delivered,65.43,23.52,BOAT3015106343,
4271,652,683,14,4,3,648,FedEx International,Delayed,456.41,142.56,BOAT6080585909,Port Congestion
4272,321,327,2,1,5,4384,DB Schenker,Delivered,574.76,197.28,BOAT9457056277,
4273,220,243,3,3,1,4064,DHL Express,Delivered,1547.03,170.69,BOAT3651866151,
4274,606,628,7,1,2,2536,UPS Worldwide,Delivered,1309.5,152.16,BOAT2457477659,
4275,596,610,5,5,5,944,UPS Worldwide,Delivered,193.18,47.2,BOAT6028388680,
4276,84,103,14,3,3,4216,C.H. Robinson,Delivered,4510.29,927.52,BOAT5201837594,
4277,588,602,11,3,5,688,XPO Logistics,Delivered,1296.66,1444.8,BOAT7409206866,
4278,527,549,6,3,4,3920,DB Schenker,Delayed,885.02,168.56,BOAT2968215334,Port Congestion
4279,5,19,15,3,2,216,XPO Logistics,Delivered,13.81,9.72,BOAT3507195220,
4280,650,678,13,3,1,4736,Kuehne+Nagel,Delivered,10274.69,1136.64,BOAT2847191076,
4281,590,610,16,4,1,2896,XPO Logistics,Delivered,1105.21,144.8,BOAT9455069379,
4282,187,199,3,4,3,6048,XPO Logistics,Delayed,1529.82,254.02,BOAT4488766430,Security Check
4283,670,683,12,4,3,5416,C.H. Robinson,Delivered,14003.64,1895.6,BOAT3204526082,
4284,575,580,7,5,4,2104,XPO Logistics,In Transit,530.34,126.24,BOAT5490298731,
4285,454,466,4,2,2,1264,DHL Express,Delivered,270.87,50.56,BOAT9581935934,
4286,468,487,9,4,3,376,UPS Worldwide,Delivered,41.67,18.8,BOAT4078051525,
4287,250,268,8,2,3,152,DHL Express,Delivered,58.69,8.36,BOAT1727692175,
4288,232,251,1,2,5,7328,UPS Worldwide,Delivered,2172.92,329.76,BOAT1621708443,
4289,220,233,1,6,5,1568,CMA CGM,Delivered,461.79,70.56,BOAT6541861851,
4290,610,633,12,4,1,704,DB Schenker,In Transit,370.9,246.4,BOAT7404565402,
4291,481,493,15,5,1,768,DHL Express,Delivered,80.83,34.56,BOAT6780095222,
4292,709,721,10,4,1,5048,XPO Logistics,Delivered,109062.83,16153.6,BOAT3912798548,
