sales_id,date_key,product_id,customer_id,quantity_sold,unit_price,discount_pct,discount_amount,gross_revenue,net_revenue,total_cost,profit,profit_margin_pct,order_number
4538,203,14,1,8,24.99,10,19.99,199.92,179.93,111.92,68.01,37.8,BOAT-ORD-202307-371555
4539,290,3,4,312,24.99,0,0.0,7796.88,7796.88,4364.88,3432.0,44.02,BOAT-ORD-202310-309767
4540,102,13,3,40,29.99,0,0.0,1199.6,1199.6,679.6,520.0,43.35,BOAT-ORD-202304-221953
4541,202,15,2,480,27.99,5,671.76,13435.2,12763.44,7675.2,5088.24,39.87,BOAT-ORD-202307-790479
4542,398,12,4,56,19.99,0,0.0,1119.44,1119.44,671.44,448.0,40.02,BOAT-ORD-202402-542488
4543,710,7,3,312,22.99,5,358.64,7172.88,6814.24,4052.88,2761.36,40.52,BOAT-ORD-202412-288807
4544,639,2,3,224,32.99,0,0.0,7389.76,7389.76,4029.76,3360.0,45.47,BOAT-ORD-202409-596376
4545,336,11,1,136,64.99,15,1325.8,8838.64,7512.84,5438.64,2074.2,27.61,BOAT-ORD-202312-562820
4546,21,3,4,320,24.99,15,1199.52,7996.8,6797.28,4476.8,2320.48,34.14,BOAT-ORD-202301-692059
4547,194,6,3,360,27.99,0,0.0,10076.4,10076.4,5756.4,4320.0,42.87,BOAT-ORD-202307-143176
4548,173,10,5,32,89.99,5,143.98,2879.68,2735.7,1759.68,976.02,35.68,BOAT-ORD-202306-422596
4549,274,9,1,256,12.99,0,0.0,3325.44,3325.44,1789.44,1536.0,46.19,BOAT-ORD-202310-329663
4550,276,12,4,88,19.99,0,0.0,1759.12,1759.12,1055.12,704.0,40.02,BOAT-ORD-202310-625318
4551,399,9,4,152,12.99,0,0.0,1974.48,1974.48,1062.48,912.0,46.19,BOAT-ORD-202402-273547
4552,368,10,5,48,89.99,20,863.9,4319.52,3455.62,2639.52,816.1,23.62,BOAT-ORD-202401-336343
4553,388,5,4,288,44.99,15,1943.57,12957.12,11013.55,7197.12,3816.43,34.65,BOAT-ORD-202401-143476
4554,288,15,2,208,27.99,10,582.19,5821.92,5239.73,3325.92,1913.81,36.52,BOAT-ORD-202310-554949
4555,724,9,1,336,12.99,0,0.0,4364.64,4364.64,2348.64,2016.0,46.19,BOAT-ORD-202412-103368
4556,610,11,2,72,64.99,0,0.0,4679.28,4679.28,2879.28,1800.0,38.47,BOAT-ORD-202409-756221
4557,321,16,3,184,34.99,0,0.0,6438.16,6438.16,3678.16,2760.0,42.87,BOAT-ORD-202311-509799
4558,286,8,3,304,17.99,10,546.9,5468.96,4922.06,3036.96,1885.1,38.3,BOAT-ORD-202310-116780
4559,34,8,4,144,17.99,0,0.0,2590.56,2590.56,1438.56,1152.0,44.47,BOAT-ORD-202302-374569
4560,689,14,1,80,24.99,10,199.92,1999.2,1799.28,1119.2,680.08,37.8,BOAT-ORD-202411-987546
4561,664,14,1,80,24.99,0,0.0,1999.2,1999.2,1119.2,880.0,44.02,BOAT-ORD-202410-577742
4562,518,9,3,56,12.99,5,36.37,727.44,691.07,391.44,299.63,43.36,BOAT-ORD-202406-153717
4563,406,13,1,72,29.99,5,107.96,2159.28,2051.32,1223.28,828.04,40.37,BOAT-ORD-202402-984202
4564,668,12,4,72,19.99,5,71.96,1439.28,1367.32,863.28,504.04,36.86,BOAT-ORD-202410-990324
4565,479,5,4,392,44.99,0,0.0,17636.08,17636.08,9796.08,7840.0,44.45,BOAT-ORD-202404-523763
4566,567,3,3,344,24.99,0,0.0,8596.56,8596.56,4812.56,3784.0,44.02,BOAT-ORD-202407-827718
4567,90,12,5,96,19.99,10,191.9,1919.04,1727.14,1151.04,576.1,33.36,BOAT-ORD-202303-699002
4568,35,2,2,232,32.99,5,382.68,7653.68,7271.0,4173.68,3097.32,42.6,BOAT-ORD-202302-829576
4569,171,4,1,400,19.99,10,799.6,7996.0,7196.4,4396.0,2800.4,38.91,BOAT-ORD-202306-423030
4570,343,2,4,400,32.99,0,0.0,13196.0,13196.0,7196.0,6000.0,45.47,BOAT-ORD-202312-404145
4571,242,12,4,104,19.99,5,103.95,2078.96,1975.01,1246.96,728.05,36.86,BOAT-ORD-202308-134882
4572,346,2,2,256,32.99,10,844.54,8445.44,7600.9,4605.44,2995.46,39.41,BOAT-ORD-202312-379979
4573,436,8,2,8,17.99,5,7.2,143.92,136.72,79.92,56.8,41.54,BOAT-ORD-202403-606511
4574,661,15,2,24,27.99,5,33.59,671.76,638.17,383.76,254.41,39.87,BOAT-ORD-202410-593882
4575,718,4,5,144,19.99,0,0.0,2878.56,2878.56,1582.56,1296.0,45.02,BOAT-ORD-202412-870593
4576,188,14,4,64,24.99,10,159.94,1599.36,1439.42,895.36,544.06,37.8,BOAT-ORD-202307-773576
4577,288,3,5,24,24.99,10,59.98,599.76,539.78,335.76,204.02,37.8,BOAT-ORD-202310-574084
4578,521,14,3,32,24.99,10,79.97,799.68,719.71,447.68,272.03,37.8,BOAT-ORD-202406-896841
4579,338,2,4,488,32.99,25,4024.78,16099.12,12074.34,8779.12,3295.22,27.29,BOAT-ORD-202312-315216
4580,587,14,2,40,24.99,0,0.0,999.6,999.6,559.6,440.0,44.02,BOAT-ORD-202408-830202
4581,528,16,4,32,34.99,0,0.0,1119.68,1119.68,639.68,480.0,42.87,BOAT-ORD-202406-937623
4582,653,11,1,168,64.99,0,0.0,10918.32,10918.32,6718.32,4200.0,38.47,BOAT-ORD-202410-698738
4583,142,5,1,360,44.99,5,809.82,16196.4,15386.58,8996.4,6390.18,41.53,BOAT-ORD-202305-161533
4584,269,14,1,72,24.99,5,89.96,1799.28,1709.32,1007.28,702.04,41.07,BOAT-ORD-202309-815961
4585,454,1,4,208,34.99,0,0.0,7277.92,7277.92,3949.92,3328.0,45.73,BOAT-ORD-202403-295893
4586,63,3,4,392,24.99,0,0.0,9796.08,9796.08,5484.08,4312.0,44.02,BOAT-ORD-202303-705951
4587,693,1,4,200,34.99,25,1749.5,6998.0,5248.5,3798.0,1450.5,27.64,BOAT-ORD-202411-708401
4588,596,6,5,320,27.99,0,0.0,8956.8,8956.8,5116.8,3840.0,42.87,BOAT-ORD-202408-805590
4589,581,6,4,64,27.99,10,179.14,1791.36,1612.22,1023.36,588.86,36.52,BOAT-ORD-202408-261395
4590,429,11,2,104,64.99,0,0.0,6758.96,6758.96,4158.96,2600.0,38.47,BOAT-ORD-202403-586172
4591,93,15,1,552,27.99,5,772.52,15450.48,14677.96,8826.48,5851.48,39.87,BOAT-ORD-202304-962305
4592,316,9,2,208,12.99,15,405.29,2701.92,2296.63,1453.92,842.71,36.69,BOAT-ORD-202311-406117
4593,162,1,2,368,34.99,10,1287.63,12876.32,11588.69,6988.32,4600.37,39.7,BOAT-ORD-202306-661577
4594,704,8,1,128,17.99,5,115.14,2302.72,2187.58,1278.72,908.86,41.55,BOAT-ORD-202412-417180
4595,704,1,1,296,34.99,5,517.85,10357.04,9839.19,5621.04,4218.15,42.87,BOAT-ORD-202412-912738
4596,580,14,4,8,24.99,5,10.0,199.92,189.92,111.92,78.0,41.07,BOAT-ORD-202408-727902
4597,184,3,5,176,24.99,10,439.82,4398.24,3958.42,2462.24,1496.18,37.8,BOAT-ORD-202307-560523
4598,195,1,3,136,34.99,10,475.86,4758.64,4282.78,2582.64,1700.14,39.7,BOAT-ORD-202307-656271
4599,167,9,2,144,12.99,10,187.06,1870.56,1683.5,1006.56,676.94,40.21,BOAT-ORD-202306-878566
4600,285,8,1,80,17.99,0,0.0,1439.2,1439.2,799.2,640.0,44.47,BOAT-ORD-202310-588540
4601,552,4,4,248,19.99,10,495.75,4957.52,4461.77,2725.52,1736.25,38.91,BOAT-ORD-202407-105851
4602,396,13,3,88,29.99,0,0.0,2639.12,2639.12,1495.12,1144.0,43.35,BOAT-ORD-202401-810725
4603,117,11,5,80,64.99,0,0.0,5199.2,5199.2,3199.2,2000.0,38.47,BOAT-ORD-202304-207957
4604,389,9,5,240,12.99,20,623.52,3117.6,2494.08,1677.6,816.48,32.74,BOAT-ORD-202401-790141
4605,146,3,3,8,24.99,0,0.0,199.92,199.92,111.92,88.0,44.02,BOAT-ORD-202305-570567
4606,48,4,4,32,19.99,10,63.97,639.68,575.71,351.68,224.03,38.91,BOAT-ORD-202302-263657
4607,423,10,1,64,89.99,0,0.0,5759.36,5759.36,3519.36,2240.0,38.89,BOAT-ORD-202402-313476
4608,32,2,5,328,32.99,0,0.0,10820.72,10820.72,5900.72,4920.0,45.47,BOAT-ORD-202302-576327
4609,164,13,2,72,29.99,0,0.0,2159.28,2159.28,1223.28,936.0,43.35,BOAT-ORD-202306-729814
4610,425,6,3,160,27.99,10,447.84,4478.4,4030.56,2558.4,1472.16,36.52,BOAT-ORD-202402-442096
4611,31,1,4,80,34.99,15,419.88,2799.2,2379.32,1519.2,860.12,36.15,BOAT-ORD-202301-632301
4612,676,11,5,48,64.99,20,623.9,3119.52,2495.62,1919.52,576.1,23.08,BOAT-ORD-202411-778267
4613,479,9,1,24,12.99,5,15.59,311.76,296.17,167.76,128.41,43.36,BOAT-ORD-202404-666060
4614,3,14,5,88,24.99,0,0.0,2199.12,2199.12,1231.12,968.0,44.02,BOAT-ORD-202301-854169
4615,615,13,1,24,29.99,5,35.99,719.76,683.77,407.76,276.01,40.37,BOAT-ORD-202409-525873
4616,402,5,1,288,44.99,0,0.0,12957.12,12957.12,7197.12,5760.0,44.45,BOAT-ORD-202402-656147
4617,137,1,2,320,34.99,0,0.0,11196.8,11196.8,6076.8,5120.0,45.73,BOAT-ORD-202305-578454
4618,59,6,4,104,27.99,0,0.0,2910.96,2910.96,1662.96,1248.0,42.87,BOAT-ORD-202302-394241
4619,276,7,3,312,22.99,5,358.64,7172.88,6814.24,4052.88,2761.36,40.52,BOAT-ORD-202310-760827
4620,667,6,3,344,27.99,10,962.86,9628.56,8665.7,5500.56,3165.14,36.52,BOAT-ORD-202410-813521
4621,497,1,1,96,34.99,0,0.0,3359.04,3359.04,1823.04,1536.0,45.73,BOAT-ORD-202405-871526
4622,303,5,3,168,44.99,0,0.0,7558.32,7558.32,4198.32,3360.0,44.45,BOAT-ORD-202310-325391
4623,418,1,5,48,34.99,0,0.0,1679.52,1679.52,911.52,768.0,45.73,BOAT-ORD-202402-333653
4624,470,12,2,8,19.99,0,0.0,159.92,159.92,95.92,64.0,40.02,BOAT-ORD-202404-678100
4625,273,15,4,64,27.99,0,0.0,1791.36,1791.36,1023.36,768.0,42.87,BOAT-ORD-202309-739678
4626,386,15,1,136,27.99,25,951.66,3806.64,2854.98,2174.64,680.34,23.83,BOAT-ORD-202401-407908
4627,249,13,3,24,29.99,0,0.0,719.76,719.76,407.76,312.0,43.35,BOAT-ORD-202309-144070
4628,361,12,2,112,19.99,5,111.94,2238.88,2126.94,1342.88,784.06,36.86,BOAT-ORD-202312-625580
4629,82,15,3,288,27.99,0,0.0,8061.12,8061.12,4605.12,3456.0,42.87,BOAT-ORD-202303-354879
4630,410,9,5,144,12.99,0,0.0,1870.56,1870.56,1006.56,864.0,46.19,BOAT-ORD-202402-224630
4631,361,15,4,256,27.99,15,1074.82,7165.44,6090.62,4093.44,1997.18,32.79,BOAT-ORD-202312-487384
4632,284,13,4,40,29.99,0,0.0,1199.6,1199.6,679.6,520.0,43.35,BOAT-ORD-202310-233350
4633,237,14,1,56,24.99,5,69.97,1399.44,1329.47,783.44,546.03,41.07,BOAT-ORD-202308-945988
4634,475,14,3,80,24.99,0,0.0,1999.2,1999.2,1119.2,880.0,44.02,BOAT-ORD-202404-235630
4635,382,10,5,112,89.99,10,1007.89,10078.88,9070.99,6158.88,2912.11,32.1,BOAT-ORD-202401-996867
4636,683,6,2,56,27.99,5,78.37,1567.44,1489.07,895.44,593.63,39.87,BOAT-ORD-202411-295030
4637,620,13,2,24,29.99,5,35.99,719.76,683.77,407.76,276.01,40.37,BOAT-ORD-202409-691056
4638,635,5,1,200,44.99,5,449.9,8998.0,8548.1,4998.0,3550.1,41.53,BOAT-ORD-202409-517495
4639,75,15,5,600,27.99,5,839.7,16794.0,15954.3,9594.0,6360.3,39.87,BOAT-ORD-202303-285514
4640,194,12,4,80,19.99,10,159.92,1599.2,1439.28,959.2,480.08,33.36,BOAT-ORD-202307-730003
4641,674,5,5,256,44.99,0,0.0,11517.44,11517.44,6397.44,5120.0,44.45,BOAT-ORD-202411-436190
4642,567,16,4,576,34.99,10,2015.42,20154.24,18138.82,11514.24,6624.58,36.52,BOAT-ORD-202407-586530
4643,728,16,4,632,34.99,0,0.0,22113.68,22113.68,12633.68,9480.0,42.87,BOAT-ORD-202412-490247
4644,445,1,3,64,34.99,0,0.0,2239.36,2239.36,1215.36,1024.0,45.73,BOAT-ORD-202403-367184
4645,538,6,1,272,27.99,0,0.0,7613.28,7613.28,4349.28,3264.0,42.87,BOAT-ORD-202406-737543
4646,253,4,3,104,19.99,10,207.9,2078.96,1871.06,1142.96,728.1,38.91,BOAT-ORD-202309-653522
4647,195,3,2,72,24.99,5,89.96,1799.28,1709.32,1007.28,702.04,41.07,BOAT-ORD-202307-110321
4648,31,1,1,152,34.99,5,265.92,5318.48,5052.56,2886.48,2166.08,42.87,BOAT-ORD-202301-152083
4649,669,15,4,152,27.99,10,425.45,4254.48,3829.03,2430.48,1398.55,36.52,BOAT-ORD-202410-859564
4650,69,10,2,112,89.99,0,0.0,10078.88,10078.88,6158.88,3920.0,38.89,BOAT-ORD-202303-398051
4651,578,3,2,160,24.99,0,0.0,3998.4,3998.4,2238.4,1760.0,44.02,BOAT-ORD-202407-117493
4652,210,16,3,160,34.99,10,559.84,5598.4,5038.56,3198.4,1840.16,36.52,BOAT-ORD-202307-592911
4653,136,2,5,320,32.99,10,1055.68,10556.8,9501.12,5756.8,3744.32,39.41,BOAT-ORD-202305-555898
4654,660,11,4,80,64.99,0,0.0,5199.2,5199.2,3199.2,2000.0,38.47,BOAT-ORD-202410-878339
4655,684,5,3,16,44.99,5,35.99,719.84,683.85,399.84,284.01,41.53,BOAT-ORD-202411-751254
4656,727,5,1,536,44.99,0,0.0,24114.64,24114.64,13394.64,10720.0,44.45,BOAT-ORD-202412-344876
4657,345,8,1,296,17.99,10,532.5,5325.04,4792.54,2957.04,1835.5,38.3,BOAT-ORD-202312-547349
4658,439,4,5,136,19.99,10,271.86,2718.64,2446.78,1494.64,952.14,38.91,BOAT-ORD-202403-750579
4659,411,5,5,400,44.99,10,1799.6,17996.0,16196.4,9996.0,6200.4,38.28,BOAT-ORD-202402-956114
4660,35,12,4,72,19.99,0,0.0,1439.28,1439.28,863.28,576.0,40.02,BOAT-ORD-202302-104523
4661,88,16,3,256,34.99,0,0.0,8957.44,8957.44,5117.44,3840.0,42.87,BOAT-ORD-202303-570359
4662,631,14,4,16,24.99,10,39.98,399.84,359.86,223.84,136.02,37.8,BOAT-ORD-202409-551530
4663,586,11,4,24,64.99,0,0.0,1559.76,1559.76,959.76,600.0,38.47,BOAT-ORD-202408-990843
4664,7,10,2,104,89.99,5,467.95,9358.96,8891.01,5718.96,3172.05,35.68,BOAT-ORD-202301-614591
4665,264,4,2,168,19.99,0,0.0,3358.32,3358.32,1846.32,1512.0,45.02,BOAT-ORD-202309-176066
4666,673,7,4,320,22.99,5,367.84,7356.8,6988.96,4156.8,2832.16,40.52,BOAT-ORD-202411-991730
4667,415,4,1,32,19.99,5,31.98,639.68,607.7,351.68,256.02,42.13,BOAT-ORD-202402-614003
4668,508,7,2,24,22.99,5,27.59,551.76,524.17,311.76,212.41,40.52,BOAT-ORD-202405-466594
4669,64,8,4,24,17.99,10,43.18,431.76,388.58,239.76,148.82,38.3,BOAT-ORD-202303-898800
4670,680,6,1,152,27.99,20,850.9,4254.48,3403.58,2430.48,973.1,28.59,BOAT-ORD-202411-449727
4671,637,3,5,104,24.99,10,259.9,2598.96,2339.06,1454.96,884.1,37.8,BOAT-ORD-202409-607803
4672,199,7,4,16,22.99,0,0.0,367.84,367.84,207.84,160.0,43.5,BOAT-ORD-202307-412758
4673,189,10,3,40,89.99,5,179.98,3599.6,3419.62,2199.6,1220.02,35.68,BOAT-ORD-202307-400533
4674,564,1,3,256,34.99,5,447.87,8957.44,8509.57,4861.44,3648.13,42.87,BOAT-ORD-202407-126919
4675,455,14,2,32,24.99,0,0.0,799.68,799.68,447.68,352.0,44.02,BOAT-ORD-202403-168879
4676,6,16,4,336,34.99,0,0.0,11756.64,11756.64,6716.64,5040.0,42.87,BOAT-ORD-202301-915154
4677,623,3,4,328,24.99,0,0.0,8196.72,8196.72,4588.72,3608.0,44.02,BOAT-ORD-202409-821484
4678,571,12,1,64,19.99,0,0.0,1279.36,1279.36,767.36,512.0,40.02,BOAT-ORD-202407-789344
4679,171,12,1,40,19.99,0,0.0,799.6,799.6,479.6,320.0,40.02,BOAT-ORD-202306-502156
4680,198,9,1,160,12.99,0,0.0,2078.4,2078.4,1118.4,960.0,46.19,BOAT-ORD-202307-685466
4681,363,1,3,360,34.99,15,1889.46,12596.4,10706.94,6836.4,3870.54,36.15,BOAT-ORD-202312-878030
4682,81,4,3,232,19.99,0,0.0,4637.68,4637.68,2549.68,2088.0,45.02,BOAT-ORD-202303-384424
4683,635,13,3,32,29.99,10,95.97,959.68,863.71,543.68,320.03,37.05,BOAT-ORD-202409-798776
4684,120,13,1,88,29.99,5,131.96,2639.12,2507.16,1495.12,1012.04,40.37,BOAT-ORD-202304-961151
4685,485,1,1,152,34.99,0,0.0,5318.48,5318.48,2886.48,2432.0,45.73,BOAT-ORD-202404-716386
4686,252,1,3,168,34.99,0,0.0,5878.32,5878.32,3190.32,2688.0,45.73,BOAT-ORD-202309-222924
4687,553,9,1,200,12.99,0,0.0,2598.0,2598.0,1398.0,1200.0,46.19,BOAT-ORD-202407-733556
4688,729,5,2,88,44.99,25,989.78,3959.12,2969.34,2199.12,770.22,25.94,BOAT-ORD-202412-665840
4689,25,7,5,104,22.99,10,239.1,2390.96,2151.86,1350.96,800.9,37.22,BOAT-ORD-202301-906297
4690,165,2,2,264,32.99,0,0.0,8709.36,8709.36,4749.36,3960.0,45.47,BOAT-ORD-202306-960637
4691,558,13,3,88,29.99,0,0.0,2639.12,2639.12,1495.12,1144.0,43.35,BOAT-ORD-202407-792135
4692,456,1,2,208,34.99,0,0.0,7277.92,7277.92,3949.92,3328.0,45.73,BOAT-ORD-202403-265096
4693,623,11,1,120,64.99,5,389.94,7798.8,7408.86,4798.8,2610.06,35.23,BOAT-ORD-202409-396206
4694,709,14,5,56,24.99,25,349.86,1399.44,1049.58,783.44,266.14,25.36,BOAT-ORD-202412-313619
4695,243,11,4,24,64.99,0,0.0,1559.76,1559.76,959.76,600.0,38.47,BOAT-ORD-202308-158189
4696,195,15,3,272,27.99,0,0.0,7613.28,7613.28,4349.28,3264.0,42.87,BOAT-ORD-202307-627577
4697,520,2,4,256,32.99,0,0.0,8445.44,8445.44,4605.44,3840.0,45.47,BOAT-ORD-202406-630148
4698,620,16,1,616,34.99,0,0.0,21553.84,21553.84,12313.84,9240.0,42.87,BOAT-ORD-202409-143019
4699,696,4,5,96,19.99,15,287.86,1919.04,1631.18,1055.04,576.14,35.32,BOAT-ORD-202411-979855
4700,710,10,2,24,89.99,0,0.0,2159.76,2159.76,1319.76,840.0,38.89,BOAT-ORD-202412-309392
4701,698,5,4,392,44.99,0,0.0,17636.08,17636.08,9796.08,7840.0,44.45,BOAT-ORD-202411-200923
4702,344,9,5,176,12.99,15,342.94,2286.24,1943.3,1230.24,713.06,36.69,BOAT-ORD-202312-149330
4703,352,6,4,248,27.99,0,0.0,6941.52,6941.52,3965.52,2976.0,42.87,BOAT-ORD-202312-790109
4704,123,4,5,336,19.99,5,335.83,6716.64,6380.81,3692.64,2688.17,42.13,BOAT-ORD-202305-133919
4705,303,15,2,152,27.99,0,0.0,4254.48,4254.48,2430.48,1824.0,42.87,BOAT-ORD-202310-428769
4706,232,16,1,488,34.99,5,853.76,17075.12,16221.36,9755.12,6466.24,39.86,BOAT-ORD-202308-385880
4707,373,9,3,128,12.99,20,332.54,1662.72,1330.18,894.72,435.46,32.74,BOAT-ORD-202401-832140
4708,59,5,2,48,44.99,5,107.98,2159.52,2051.54,1199.52,852.02,41.53,BOAT-ORD-202302-887181
4709,66,10,4,96,89.99,0,0.0,8639.04,8639.04,5279.04,3360.0,38.89,BOAT-ORD-202303-962846
4710,633,11,2,80,64.99,0,0.0,5199.2,5199.2,3199.2,2000.0,38.47,BOAT-ORD-202409-541685
4711,498,13,4,24,29.99,5,35.99,719.76,683.77,407.76,276.01,40.37,BOAT-ORD-202405-288536
4712,255,11,5,56,64.99,0,0.0,3639.44,3639.44,2239.44,1400.0,38.47,BOAT-ORD-202309-480949
4713,238,1,2,384,34.99,5,671.81,13436.16,12764.35,7292.16,5472.19,42.87,BOAT-ORD-202308-177251
4714,548,10,1,24,89.99,0,0.0,2159.76,2159.76,1319.76,840.0,38.89,BOAT-ORD-202407-609777
4715,569,15,1,224,27.99,5,313.49,6269.76,5956.27,3581.76,2374.51,39.87,BOAT-ORD-202407-642047
4716,411,2,3,32,32.99,5,52.78,1055.68,1002.9,575.68,427.22,42.6,BOAT-ORD-202402-347992
4717,43,13,4,32,29.99,5,47.98,959.68,911.7,543.68,368.02,40.37,BOAT-ORD-202302-969515
4718,9,12,1,24,19.99,20,95.95,479.76,383.81,287.76,96.05,25.03,BOAT-ORD-202301-656690
4719,657,3,4,280,24.99,0,0.0,6997.2,6997.2,3917.2,3080.0,44.02,BOAT-ORD-202410-754148
4720,559,4,1,112,19.99,10,223.89,2238.88,2014.99,1230.88,784.11,38.91,BOAT-ORD-202407-145929
4721,607,4,2,32,19.99,0,0.0,639.68,639.68,351.68,288.0,45.02,BOAT-ORD-202408-770139
4722,30,5,3,72,44.99,0,0.0,3239.28,3239.28,1799.28,1440.0,44.45,BOAT-ORD-202301-737859
4723,269,11,2,96,64.99,0,0.0,6239.04,6239.04,3839.04,2400.0,38.47,BOAT-ORD-202309-904669
4724,472,12,5,64,19.99,10,127.94,1279.36,1151.42,767.36,384.06,33.36,BOAT-ORD-202404-484479
4725,237,4,5,336,19.99,0,0.0,6716.64,6716.64,3692.64,3024.0,45.02,BOAT-ORD-202308-511485
4726,43,2,5,368,32.99,10,1214.03,12140.32,10926.29,6620.32,4305.97,39.41,BOAT-ORD-202302-551289
4727,45,5,4,184,44.99,5,413.91,8278.16,7864.25,4598.16,3266.09,41.53,BOAT-ORD-202302-409619
4728,678,11,3,72,64.99,20,935.86,4679.28,3743.42,2879.28,864.14,23.08,BOAT-ORD-202411-719221
4729,141,2,3,152,32.99,10,501.45,5014.48,4513.03,2734.48,1778.55,39.41,BOAT-ORD-202305-734362
4730,289,10,3,64,89.99,10,575.94,5759.36,5183.42,3519.36,1664.06,32.1,BOAT-ORD-202310-194962
4731,128,1,5,64,34.99,10,223.94,2239.36,2015.42,1215.36,800.06,39.7,BOAT-ORD-202305-724157
4732,399,12,3,72,19.99,0,0.0,1439.28,1439.28,863.28,576.0,40.02,BOAT-ORD-202402-397159
4733,290,11,4,104,64.99,0,0.0,6758.96,6758.96,4158.96,2600.0,38.47,BOAT-ORD-202310-276028
4734,612,12,2,16,19.99,5,15.99,319.84,303.85,191.84,112.01,36.86,BOAT-ORD-202409-746479
4735,507,2,3,360,32.99,5,593.82,11876.4,11282.58,6476.4,4806.18,42.6,BOAT-ORD-202405-498339
4736,13,8,4,32,17.99,25,143.92,575.68,431.76,319.68,112.08,25.96,BOAT-ORD-202301-540400
4737,143,10,5,56,89.99,0,0.0,5039.44,5039.44,3079.44,1960.0,38.89,BOAT-ORD-202305-569389
4738,11,10,4,112,89.99,20,2015.78,10078.88,8063.1,6158.88,1904.22,23.62,BOAT-ORD-202301-261756
4739,432,13,1,24,29.99,0,0.0,719.76,719.76,407.76,312.0,43.35,BOAT-ORD-202403-470482
4740,65,12,5,48,19.99,0,0.0,959.52,959.52,575.52,384.0,40.02,BOAT-ORD-202303-174455
4741,384,7,1,24,22.99,10,55.18,551.76,496.58,311.76,184.82,37.22,BOAT-ORD-202401-341591
4742,696,3,4,512,24.99,25,3198.72,12794.88,9596.16,7162.88,2433.28,25.36,BOAT-ORD-202411-198450
4743,324,14,1,96,24.99,15,359.86,2399.04,2039.18,1343.04,696.14,34.14,BOAT-ORD-202311-561412
4744,586,2,3,72,32.99,0,0.0,2375.28,2375.28,1295.28,1080.0,45.47,BOAT-ORD-202408-368079
4745,310,3,2,256,24.99,15,959.62,6397.44,5437.82,3581.44,1856.38,34.14,BOAT-ORD-202311-442252
4746,315,15,5,272,27.99,0,0.0,7613.28,7613.28,4349.28,3264.0,42.87,BOAT-ORD-202311-844127
4747,385,9,3,56,12.99,0,0.0,727.44,727.44,391.44,336.0,46.19,BOAT-ORD-202401-813041
4748,328,15,5,56,27.99,5,78.37,1567.44,1489.07,895.44,593.63,39.87,BOAT-ORD-202311-857786
4749,472,4,5,384,19.99,0,0.0,7676.16,7676.16,4220.16,3456.0,45.02,BOAT-ORD-202404-895314
4750,659,13,4,80,29.99,5,119.96,2399.2,2279.24,1359.2,920.04,40.37,BOAT-ORD-202410-708946
4751,220,14,3,56,24.99,0,0.0,1399.44,1399.44,783.44,616.0,44.02,BOAT-ORD-202308-680626
4752,241,7,3,184,22.99,10,423.02,4230.16,3807.14,2390.16,1416.98,37.22,BOAT-ORD-202308-618936
4753,271,15,4,568,27.99,0,0.0,15898.32,15898.32,9082.32,6816.0,42.87,BOAT-ORD-202309-492435
4754,704,15,1,792,27.99,0,0.0,22168.08,22168.08,12664.08,9504.0,42.87,BOAT-ORD-202412-354685
4755,711,16,4,824,34.99,20,5766.35,28831.76,23065.41,16471.76,6593.65,28.59,BOAT-ORD-202412-193010
4756,556,9,2,224,12.99,0,0.0,2909.76,2909.76,1565.76,1344.0,46.19,BOAT-ORD-202407-944848
4757,658,4,5,192,19.99,0,0.0,3838.08,3838.08,2110.08,1728.0,45.02,BOAT-ORD-202410-126773
4758,618,12,4,64,19.99,0,0.0,1279.36,1279.36,767.36,512.0,40.02,BOAT-ORD-202409-327555
4759,195,5,5,360,44.99,5,809.82,16196.4,15386.58,8996.4,6390.18,41.53,BOAT-ORD-202307-323033
4760,699,5,2,416,44.99,5,935.79,18715.84,17780.05,10395.84,7384.21,41.53,BOAT-ORD-202411-371661
4761,41,6,5,72,27.99,0,0.0,2015.28,2015.28,1151.28,864.0,42.87,BOAT-ORD-202302-351734
4762,168,13,4,56,29.99,10,167.94,1679.44,1511.5,951.44,560.06,37.05,BOAT-ORD-202306-722580
4763,669,6,3,176,27.99,5,246.31,4926.24,4679.93,2814.24,1865.69,39.87,BOAT-ORD-202410-596393
4764,243,6,2,376,27.99,10,1052.42,10524.24,9471.82,6012.24,3459.58,36.52,BOAT-ORD-202308-454573
4765,668,5,1,144,44.99,0,0.0,6478.56,6478.56,3598.56,2880.0,44.45,BOAT-ORD-202410-819334
4766,187,1,5,56,34.99,0,0.0,1959.44,1959.44,1063.44,896.0,45.73,BOAT-ORD-202307-822196
4767,1,3,4,320,24.99,0,0.0,7996.8,7996.8,4476.8,3520.0,44.02,BOAT-ORD-202301-339026
4768,180,9,3,40,12.99,0,0.0,519.6,519.6,279.6,240.0,46.19,BOAT-ORD-202306-411345
4769,507,3,5,304,24.99,10,759.7,7596.96,6837.26,4252.96,2584.3,37.8,BOAT-ORD-202405-256605
4770,623,1,4,176,34.99,0,0.0,6158.24,6158.24,3342.24,2816.0,45.73,BOAT-ORD-202409-188189
4771,337,9,3,72,12.99,10,93.53,935.28,841.75,503.28,338.47,40.21,BOAT-ORD-202312-160375
4772,454,11,4,80,64.99,10,519.92,5199.2,4679.28,3199.2,1480.08,31.63,BOAT-ORD-202403-752566
