procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
678,507,6,3,400,15.99,6396.0,14,521,96.4,PO-BOAT-2024-244396
679,519,12,3,400,11.99,4796.0,9,528,98.0,PO-BOAT-2024-531976
680,531,2,1,600,17.99,10794.0,14,545,98.8,PO-BOAT-2024-271032
681,188,6,5,400,15.99,6396.0,14,202,94.8,PO-BOAT-2023-194756
682,364,16,7,1016,19.99,20309.84,9,373,94.4,PO-BOAT-2023-107645
683,12,16,2,664,19.99,13273.36,15,27,98.6,PO-BOAT-2023-132495
684,110,3,2,400,13.99,5596.0,16,126,97.2,PO-BOAT-2023-220743
685,176,1,6,400,18.99,7596.0,10,186,95.9,PO-BOAT-2023-603640
686,375,2,4,400,17.99,7196.0,12,387,96.0,PO-BOAT-2024-300686
687,109,16,5,424,19.99,8475.76,16,125,96.0,PO-BOAT-2023-437965
688,688,6,4,592,15.99,9466.08,16,704,99.6,PO-BOAT-2024-601369
689,360,11,6,400,39.99,15996.0,11,371,97.1,PO-BOAT-2023-196459
690,36,4,7,520,10.99,5714.8,6,42,95.0,PO-BOAT-2023-290102
691,428,4,4,416,10.99,4571.84,15,443,97.5,PO-BOAT-2024-523367
692,388,7,2,400,12.99,5196.0,13,401,95.6,PO-BOAT-2024-660086
693,292,1,1,832,18.99,15799.68,9,301,98.5,PO-BOAT-2023-529994
694,595,6,2,400,15.99,6396.0,15,610,96.5,PO-BOAT-2024-128548
695,322,1,5,400,18.99,7596.0,11,333,95.8,PO-BOAT-2023-574489
696,329,16,1,400,19.99,7996.0,11,340,96.6,PO-BOAT-2023-941860
697,25,12,2,400,11.99,4796.0,17,42,96.1,PO-BOAT-2023-208197
698,454,6,2,400,15.99,6396.0,9,463,95.0,PO-BOAT-2024-667148
699,717,5,6,440,24.99,10995.6,7,724,97.3,PO-BOAT-2024-745653
700,294,7,2,608,12.99,7897.92,9,303,96.9,PO-BOAT-2023-124712
701,726,9,7,400,6.99,2796.0,5,731,94.3,PO-BOAT-2024-504038
702,137,2,3,408,17.99,7339.92,13,150,98.2,PO-BOAT-2023-749059
703,658,3,4,1120,13.99,15668.8,8,666,98.3,PO-BOAT-2024-329091
704,361,10,2,400,54.99,21996.0,9,370,98.0,PO-BOAT-2023-115289
705,360,13,3,400,16.99,6796.0,12,372,98.6,PO-BOAT-2023-442941
706,490,11,5,400,39.99,15996.0,9,499,95.3,PO-BOAT-2024-642396
707,369,11,4,400,39.99,15996.0,9,378,97.8,PO-BOAT-2024-953721
708,433,4,6,400,10.99,4396.0,8,441,97.0,PO-BOAT-2024-337188
709,171,12,2,400,11.99,4796.0,16,187,96.0,PO-BOAT-2023-262202
710,193,12,1,400,11.99,4796.0,12,205,97.3,PO-BOAT-2023-496577
711,480,10,1,400,54.99,21996.0,17,497,99.3,PO-BOAT-2024-703226
712,602,15,7,400,15.99,6396.0,10,612,93.1,PO-BOAT-2024-534548
713,415,9,3,448,6.99,3131.52,15,430,97.4,PO-BOAT-2024-767225
714,578,12,6,400,11.99,4796.0,8,586,96.5,PO-BOAT-2024-769453
715,172,1,4,400,18.99,7596.0,11,183,98.4,PO-BOAT-2023-548818
716,576,7,3,400,12.99,5196.0,11,587,97.8,PO-BOAT-2024-166634
717,1,2,2,400,17.99,7196.0,10,11,97.8,PO-BOAT-2023-667953
718,107,2,3,400,17.99,7196.0,17,124,96.9,PO-BOAT-2023-372953
719,473,10,3,400,54.99,21996.0,16,489,99.8,PO-BOAT-2024-890284
720,440,10,5,400,54.99,21996.0,15,455,97.1,PO-BOAT-2024-220086
721,142,13,3,400,16.99,6796.0,10,152,97.5,PO-BOAT-2023-954909
722,29,11,6,400,39.99,15996.0,11,40,94.3,PO-BOAT-2023-658837
723,617,12,6,400,11.99,4796.0,5,622,95.8,PO-BOAT-2024-636014
724,251,14,1,400,13.99,5596.0,15,266,96.6,PO-BOAT-2023-846172
725,670,6,4,400,15.99,6396.0,10,680,98.9,PO-BOAT-2024-369814
726,423,9,7,400,6.99,2796.0,14,437,93.3,PO-BOAT-2024-870951
727,72,8,3,400,9.99,3996.0,15,87,99.6,PO-BOAT-2023-245286
728,140,8,6,400,9.99,3996.0,10,150,96.9,PO-BOAT-2023-537956
729,156,2,6,400,17.99,7196.0,11,167,96.3,PO-BOAT-2023-794023
730,376,2,6,1008,17.99,18133.92,14,390,97.6,PO-BOAT-2024-857091
731,477,11,3,400,39.99,15996.0,17,494,97.9,PO-BOAT-2024-444138
732,246,13,2,400,16.99,6796.0,12,258,96.9,PO-BOAT-2023-496974
733,339,7,3,400,12.99,5196.0,11,350,97.2,PO-BOAT-2023-974434
734,499,5,7,480,24.99,11995.2,10,509,93.9,PO-BOAT-2024-117684
735,163,7,1,400,12.99,5196.0,18,181,98.5,PO-BOAT-2023-212686
736,513,9,5,400,6.99,2796.0,14,527,95.7,PO-BOAT-2024-354737
737,386,15,1,400,15.99,6396.0,10,396,97.8,PO-BOAT-2024-990379
738,446,12,1,400,11.99,4796.0,18,464,98.6,PO-BOAT-2024-319329
739,200,1,2,480,18.99,9115.2,13,213,95.4,PO-BOAT-2023-446895
740,341,14,6,400,13.99,5596.0,10,351,97.6,PO-BOAT-2023-860035
741,66,13,4,400,16.99,6796.0,11,77,98.3,PO-BOAT-2023-489511
742,310,16,4,400,19.99,7996.0,14,324,98.1,PO-BOAT-2023-330309
743,446,16,7,400,19.99,7996.0,8,454,95.3,PO-BOAT-2024-910423
744,447,12,3,400,11.99,4796.0,17,464,97.5,PO-BOAT-2024-665703
745,579,1,5,400,18.99,7596.0,15,594,95.3,PO-BOAT-2024-295881
746,566,5,7,400,24.99,9996.0,5,571,95.6,PO-BOAT-2024-693353
747,507,2,3,560,17.99,10074.4,15,522,97.1,PO-BOAT-2024-567348
748,87,4,5,400,10.99,4396.0,8,95,95.7,PO-BOAT-2023-689776
749,412,2,4,400,17.99,7196.0,16,428,99.3,PO-BOAT-2024-813465
750,546,6,5,400,15.99,6396.0,17,563,96.3,PO-BOAT-2024-118586
751,482,15,7,1088,15.99,17397.12,11,493,93.5,PO-BOAT-2024-434896
752,68,9,6,400,6.99,2796.0,5,73,97.4,PO-BOAT-2023-264147
753,533,16,4,400,19.99,7996.0,17,550,97.9,PO-BOAT-2024-474007
754,218,15,5,632,15.99,10105.68,16,234,95.7,PO-BOAT-2023-133412
755,328,15,6,1424,15.99,22769.76,7,335,94.0,PO-BOAT-2023-519838
756,659,12,7,400,11.99,4796.0,12,671,96.8,PO-BOAT-2024-318268
757,470,3,5,400,13.99,5596.0,11,481,97.2,PO-BOAT-2024-363607
758,370,3,4,400,13.99,5596.0,9,379,96.1,PO-BOAT-2024-412341
759,116,1,6,400,18.99,7596.0,9,125,93.9,PO-BOAT-2023-600868
760,196,2,2,400,17.99,7196.0,8,204,98.4,PO-BOAT-2023-784428
761,521,4,5,424,10.99,4659.76,8,529,94.2,PO-BOAT-2024-894076
762,366,2,2,400,17.99,7196.0,9,375,97.2,PO-BOAT-2024-780482
763,286,3,1,400,13.99,5596.0,17,303,96.5,PO-BOAT-2023-231413
764,144,2,4,496,17.99,8923.04,13,157,97.6,PO-BOAT-2023-540712
765,148,11,3,400,39.99,15996.0,14,162,98.8,PO-BOAT-2023-330555
766,539,10,3,400,54.99,21996.0,12,551,96.7,PO-BOAT-2024-835058
767,205,7,6,400,12.99,5196.0,8,213,93.8,PO-BOAT-2023-105416
768,330,15,1,2152,15.99,34410.48,15,345,96.4,PO-BOAT-2023-194979
769,303,8,3,400,9.99,3996.0,7,310,96.4,PO-BOAT-2023-616205
770,93,13,3,400,16.99,6796.0,13,106,98.9,PO-BOAT-2023-380800
771,215,7,2,400,12.99,5196.0,7,222,98.0,PO-BOAT-2023-255574
772,387,1,5,400,18.99,7596.0,13,400,95.5,PO-BOAT-2024-322570
773,456,12,2,400,11.99,4796.0,18,474,95.8,PO-BOAT-2024-394411
774,224,6,4,400,15.99,6396.0,13,237,96.1,PO-BOAT-2023-576285
775,706,7,6,400,12.99,5196.0,13,719,95.9,PO-BOAT-2024-748605
776,417,11,2,400,39.99,15996.0,8,425,95.0,PO-BOAT-2024-581434
777,680,4,2,520,10.99,5714.8,17,697,95.8,PO-BOAT-2024-750802
778,714,14,7,400,13.99,5596.0,5,719,95.8,PO-BOAT-2024-787134
779,235,16,1,400,19.99,7996.0,13,248,96.6,PO-BOAT-2023-768695
780,35,15,7,656,15.99,10489.44,13,48,95.4,PO-BOAT-2023-576622
781,713,14,7,400,13.99,5596.0,8,721,96.1,PO-BOAT-2024-335844
782,216,4,4,624,10.99,6857.76,12,228,98.4,PO-BOAT-2023-886806
783,248,11,6,400,39.99,15996.0,14,262,97.7,PO-BOAT-2023-973943
784,98,13,1,400,16.99,6796.0,18,116,98.0,PO-BOAT-2023-979105
785,475,7,6,400,12.99,5196.0,12,487,95.9,PO-BOAT-2024-666161
786,88,8,6,400,9.99,3996.0,8,96,96.9,PO-BOAT-2023-664183
787,153,16,1,592,19.99,11834.08,10,163,96.6,PO-BOAT-2023-322333
788,322,4,1,408,10.99,4483.92,9,331,95.6,PO-BOAT-2023-585499
789,105,4,7,400,10.99,4396.0,11,116,96.7,PO-BOAT-2023-591374
790,137,9,3,616,6.99,4305.84,10,147,99.3,PO-BOAT-2023-913504
791,599,3,5,400,13.99,5596.0,18,617,93.9,PO-BOAT-2024-545002
792,599,4,2,400,10.99,4396.0,8,607,96.7,PO-BOAT-2024-958361
793,507,3,2,400,13.99,5596.0,7,514,95.6,PO-BOAT-2024-948506
794,702,3,3,400,13.99,5596.0,9,711,99.9,PO-BOAT-2024-336060
795,377,16,6,648,19.99,12953.52,5,382,96.9,PO-BOAT-2024-885049
796,343,8,3,400,9.99,3996.0,17,360,100.0,PO-BOAT-2023-113643
797,352,12,5,400,11.99,4796.0,13,365,97.0,PO-BOAT-2023-182915
798,472,13,1,400,16.99,6796.0,7,479,96.7,PO-BOAT-2024-836192
799,161,11,2,400,39.99,15996.0,17,178,98.1,PO-BOAT-2023-586985
800,102,3,4,400,13.99,5596.0,14,116,96.3,PO-BOAT-2023-524326
801,65,1,5,400,18.99,7596.0,8,73,97.4,PO-BOAT-2023-992373
802,481,7,6,400,12.99,5196.0,11,492,97.7,PO-BOAT-2024-485301
803,488,8,2,400,9.99,3996.0,13,501,96.7,PO-BOAT-2024-968350
804,118,16,6,592,19.99,11834.08,12,130,96.9,PO-BOAT-2023-514120
805,35,16,5,496,19.99,9915.04,11,46,95.2,PO-BOAT-2023-874033
806,280,14,7,400,13.99,5596.0,8,288,94.3,PO-BOAT-2023-736356
807,18,14,7,400,13.99,5596.0,10,28,93.7,PO-BOAT-2023-589279
808,145,13,3,400,16.99,6796.0,12,157,97.9,PO-BOAT-2023-498281
809,510,9,5,400,6.99,2796.0,18,528,95.5,PO-BOAT-2024-605817
810,36,4,7,504,10.99,5538.96,14,50,94.4,PO-BOAT-2023-506878
811,364,8,6,416,9.99,4155.84,7,371,97.7,PO-BOAT-2023-782427
812,174,12,2,400,11.99,4796.0,7,181,95.2,PO-BOAT-2023-809207
813,411,16,6,448,19.99,8955.52,5,416,96.5,PO-BOAT-2024-934689
814,336,11,6,400,39.99,15996.0,6,342,96.3,PO-BOAT-2023-498437
815,371,4,6,400,10.99,4396.0,7,378,94.7,PO-BOAT-2024-782098
816,687,3,3,400,13.99,5596.0,12,699,98.9,PO-BOAT-2024-538896
817,290,10,1,400,54.99,21996.0,17,307,97.9,PO-BOAT-2023-839400
818,209,9,3,400,6.99,2796.0,10,219,97.1,PO-BOAT-2023-915556
819,658,2,5,400,17.99,7196.0,9,667,97.2,PO-BOAT-2024-816574
820,627,12,7,400,11.99,4796.0,5,632,94.6,PO-BOAT-2024-674139
821,297,7,6,400,12.99,5196.0,11,308,95.4,PO-BOAT-2023-793779
822,161,1,7,584,18.99,11090.16,14,175,95.0,PO-BOAT-2023-468426
823,567,5,1,400,24.99,9996.0,10,577,96.6,PO-BOAT-2024-694989
824,474,8,2,400,9.99,3996.0,15,489,95.0,PO-BOAT-2024-647672
825,531,11,4,400,39.99,15996.0,10,541,97.0,PO-BOAT-2024-252015
826,367,4,3,400,10.99,4396.0,18,385,97.8,PO-BOAT-2024-506470
827,557,9,2,400,6.99,2796.0,18,575,96.0,PO-BOAT-2024-121590
828,127,5,5,400,24.99,9996.0,9,136,95.9,PO-BOAT-2023-310804
829,246,3,2,400,13.99,5596.0,11,257,96.9,PO-BOAT-2023-125355
830,135,7,5,400,12.99,5196.0,16,151,96.9,PO-BOAT-2023-209311
831,454,11,4,400,39.99,15996.0,16,470,96.1,PO-BOAT-2024-427333
832,58,11,3,400,39.99,15996.0,13,71,96.7,PO-BOAT-2023-599936
833,677,9,2,400,6.99,2796.0,9,686,96.2,PO-BOAT-2024-200849
834,669,12,2,400,11.99,4796.0,15,684,98.4,PO-BOAT-2024-512456
835,172,12,4,400,11.99,4796.0,8,180,98.4,PO-BOAT-2023-878342
836,239,15,3,416,15.99,6651.84,13,252,97.5,PO-BOAT-2023-290950
837,190,2,7,400,17.99,7196.0,14,204,94.5,PO-BOAT-2023-937053
838,521,8,3,400,9.99,3996.0,16,537,96.9,PO-BOAT-2024-599818
839,486,3,3,560,13.99,7834.4,12,498,98.8,PO-BOAT-2024-250557
840,11,6,6,400,15.99,6396.0,12,23,93.9,PO-BOAT-2023-756596
841,148,6,7,400,15.99,6396.0,10,158,96.1,PO-BOAT-2023-560976
842,269,10,3,400,54.99,21996.0,7,276,98.0,PO-BOAT-2023-539884
843,383,7,3,400,12.99,5196.0,8,391,97.1,PO-BOAT-2024-798865
844,147,13,2,400,16.99,6796.0,7,154,96.8,PO-BOAT-2023-910575
845,318,8,2,400,9.99,3996.0,15,333,95.5,PO-BOAT-2023-919283
846,469,4,2,400,10.99,4396.0,11,480,98.1,PO-BOAT-2024-942503
847,511,2,7,704,17.99,12664.96,5,516,95.6,PO-BOAT-2024-482299
848,250,15,7,480,15.99,7675.2,11,261,95.7,PO-BOAT-2023-469986
849,150,8,3,400,9.99,3996.0,8,158,96.6,PO-BOAT-2023-902824
850,418,1,5,448,18.99,8507.52,8,426,94.7,PO-BOAT-2024-913564
851,684,12,4,400,11.99,4796.0,17,701,98.6,PO-BOAT-2024-183360
852,361,15,6,752,15.99,12024.48,8,369,97.6,PO-BOAT-2023-428605
853,399,12,5,400,11.99,4796.0,18,417,93.5,PO-BOAT-2024-203863
854,323,9,2,400,6.99,2796.0,14,337,98.7,PO-BOAT-2023-831179
855,328,12,1,400,11.99,4796.0,15,343,99.5,PO-BOAT-2023-304090
856,396,13,7,400,16.99,6796.0,14,410,93.3,PO-BOAT-2024-572795
857,492,8,3,400,9.99,3996.0,11,503,96.3,PO-BOAT-2024-651719
858,120,1,1,400,18.99,7596.0,15,135,97.9,PO-BOAT-2023-267745
859,355,13,2,400,16.99,6796.0,13,368,95.8,PO-BOAT-2023-201599
860,330,16,5,784,19.99,15672.16,15,345,96.5,PO-BOAT-2023-134536
861,167,11,2,400,39.99,15996.0,13,180,95.8,PO-BOAT-2023-232904
862,534,12,7,400,11.99,4796.0,12,546,96.8,PO-BOAT-2024-650165
863,75,2,1,616,17.99,11081.84,13,88,96.8,PO-BOAT-2023-287086
864,87,2,4,536,17.99,9642.64,7,94,97.4,PO-BOAT-2023-670163
865,663,13,1,400,16.99,6796.0,15,678,98.6,PO-BOAT-2024-636302
866,134,6,1,400,15.99,6396.0,7,141,96.8,PO-BOAT-2023-304595
867,16,8,4,400,9.99,3996.0,13,29,99.4,PO-BOAT-2023-871923
868,722,10,4,400,54.99,21996.0,17,731,99.3,PO-BOAT-2024-262093
869,132,11,1,400,39.99,15996.0,7,139,97.3,PO-BOAT-2023-164397
870,629,10,7,400,54.99,21996.0,11,640,95.2,PO-BOAT-2024-278315
871,313,16,2,400,19.99,7996.0,14,327,96.3,PO-BOAT-2023-778992
872,98,15,4,400,15.99,6396.0,8,106,97.3,PO-BOAT-2023-830668
873,660,10,1,400,54.99,21996.0,7,667,97.3,PO-BOAT-2024-979116
874,326,2,7,464,17.99,8347.36,7,333,95.4,PO-BOAT-2023-274759
875,438,5,7,400,24.99,9996.0,7,445,95.5,PO-BOAT-2024-528762
876,487,3,2,400,13.99,5596.0,10,497,96.0,PO-BOAT-2024-275630
877,120,7,6,400,12.99,5196.0,14,134,96.9,PO-BOAT-2023-767727
878,284,2,7,872,17.99,15687.28,9,293,95.4,PO-BOAT-2023-468204
879,43,13,5,400,16.99,6796.0,18,61,94.4,PO-BOAT-2023-351405
880,52,11,3,400,39.99,15996.0,12,64,97.9,PO-BOAT-2023-255722
881,557,14,5,400,13.99,5596.0,17,574,94.4,PO-BOAT-2024-640687
882,19,2,7,400,17.99,7196.0,6,25,95.6,PO-BOAT-2023-128043
883,91,16,3,400,19.99,7996.0,14,105,97.6,PO-BOAT-2023-119451
884,352,12,6,400,11.99,4796.0,6,358,94.9,PO-BOAT-2023-713612
885,305,11,5,400,39.99,15996.0,17,322,96.9,PO-BOAT-2023-739339
886,305,14,3,400,13.99,5596.0,12,317,98.6,PO-BOAT-2023-264444
887,562,9,6,400,6.99,2796.0,13,575,96.3,PO-BOAT-2024-866084
888,570,9,6,400,6.99,2796.0,9,579,97.5,PO-BOAT-2024-184805
889,644,6,7,400,15.99,6396.0,6,650,94.8,PO-BOAT-2024-269593
890,320,7,5,400,12.99,5196.0,11,331,95.6,PO-BOAT-2023-607139
891,154,14,3,400,13.99,5596.0,7,161,98.4,PO-BOAT-2023-282777
892,477,13,4,400,16.99,6796.0,15,492,99.8,PO-BOAT-2024-463430
893,463,13,6,400,16.99,6796.0,12,475,96.4,PO-BOAT-2024-122446
894,391,13,7,400,16.99,6796.0,5,396,94.3,PO-BOAT-2024-941131
895,11,9,1,400,6.99,2796.0,11,22,99.0,PO-BOAT-2023-899742
896,566,14,6,400,13.99,5596.0,10,576,96.5,PO-BOAT-2024-789539
897,564,3,5,400,13.99,5596.0,18,582,96.5,PO-BOAT-2024-767222
898,125,6,4,400,15.99,6396.0,15,140,97.0,PO-BOAT-2023-957683
899,460,8,5,400,9.99,3996.0,12,472,96.3,PO-BOAT-2024-689431
900,22,12,1,400,11.99,4796.0,9,31,96.6,PO-BOAT-2023-296327
901,55,2,3,400,17.99,7196.0,11,66,99.2,PO-BOAT-2023-811337
902,338,2,1,512,17.99,9210.88,12,350,96.0,PO-BOAT-2023-826263
903,717,10,1,400,54.99,21996.0,9,726,96.7,PO-BOAT-2024-382397
904,79,11,7,400,39.99,15996.0,10,89,96.1,PO-BOAT-2023-596016
905,116,16,6,1336,19.99,26706.64,9,125,95.9,PO-BOAT-2023-607927
906,421,14,3,400,13.99,5596.0,7,428,99.8,PO-BOAT-2024-657240
907,303,8,2,400,9.99,3996.0,15,318,97.2,PO-BOAT-2023-747991
908,516,9,1,400,6.99,2796.0,7,523,98.4,PO-BOAT-2024-969818
909,125,8,4,400,9.99,3996.0,11,136,98.4,PO-BOAT-2023-807626
910,15,2,1,464,17.99,8347.36,9,24,95.7,PO-BOAT-2023-261461
911,586,2,2,400,17.99,7196.0,16,602,96.7,PO-BOAT-2024-460966
912,197,9,4,400,6.99,2796.0,13,210,99.9,PO-BOAT-2023-912261
913,434,2,6,424,17.99,7627.76,12,446,95.3,PO-BOAT-2024-571150
914,575,6,3,400,15.99,6396.0,12,587,98.1,PO-BOAT-2024-684527
915,712,6,3,664,15.99,10617.36,12,724,96.3,PO-BOAT-2024-546901
916,402,8,7,400,9.99,3996.0,13,415,94.8,PO-BOAT-2024-275955
917,165,4,6,400,10.99,4396.0,13,178,95.7,PO-BOAT-2023-335053
918,586,8,1,400,9.99,3996.0,12,598,96.5,PO-BOAT-2024-772215
919,574,4,3,496,10.99,5451.04,11,585,97.9,PO-BOAT-2024-634475
920,657,12,3,400,11.99,4796.0,17,674,99.9,PO-BOAT-2024-400056
921,143,3,3,400,13.99,5596.0,8,151,98.8,PO-BOAT-2023-426493
922,186,13,3,400,16.99,6796.0,13,199,97.0,PO-BOAT-2023-305338
923,516,6,4,400,15.99,6396.0,12,528,98.5,PO-BOAT-2024-994173
924,306,16,1,856,19.99,17111.44,17,323,96.0,PO-BOAT-2023-660796
925,469,7,6,400,12.99,5196.0,14,483,95.2,PO-BOAT-2024-691237
926,612,11,3,400,39.99,15996.0,8,620,98.7,PO-BOAT-2024-358107
927,459,4,6,488,10.99,5363.12,14,473,95.6,PO-BOAT-2024-584461
928,514,1,6,544,18.99,10330.56,6,520,96.7,PO-BOAT-2024-495762
929,39,13,4,400,16.99,6796.0,10,49,97.4,PO-BOAT-2023-970131
930,167,2,3,400,17.99,7196.0,16,183,98.2,PO-BOAT-2023-732935
931,706,4,2,600,10.99,6594.0,10,716,97.5,PO-BOAT-2024-701297
932,97,5,7,608,24.99,15193.92,14,111,93.7,PO-BOAT-2023-766753
933,565,10,3,400,54.99,21996.0,15,580,98.2,PO-BOAT-2024-322544
934,10,14,6,400,13.99,5596.0,6,16,96.6,PO-BOAT-2023-652016
935,172,1,6,400,18.99,7596.0,9,181,97.7,PO-BOAT-2023-431758
936,384,11,5,400,39.99,15996.0,10,394,93.8,PO-BOAT-2024-748346
937,300,16,4,400,19.99,7996.0,8,308,99.5,PO-BOAT-2023-568739
938,683,6,7,400,15.99,6396.0,5,688,96.3,PO-BOAT-2024-303125
939,472,12,6,400,11.99,4796.0,5,477,95.3,PO-BOAT-2024-830765
940,403,10,7,400,54.99,21996.0,13,416,95.9,PO-BOAT-2024-416662
941,729,16,3,1088,19.99,21749.12,14,731,97.8,PO-BOAT-2024-436589
942,711,3,3,504,13.99,7050.96,17,728,96.8,PO-BOAT-2024-640908
943,304,11,1,400,39.99,15996.0,10,314,97.3,PO-BOAT-2023-319891
944,17,5,1,920,24.99,22990.8,10,27,96.9,PO-BOAT-2023-421964
945,393,15,1,400,15.99,6396.0,18,411,99.5,PO-BOAT-2024-443704
946,370,11,5,400,39.99,15996.0,12,382,96.3,PO-BOAT-2024-158504
947,85,10,6,400,54.99,21996.0,12,97,94.1,PO-BOAT-2023-206560
948,366,13,7,400,16.99,6796.0,12,378,94.0,PO-BOAT-2024-317748
949,703,7,3,400,12.99,5196.0,16,719,96.7,PO-BOAT-2024-961528
950,496,2,4,400,17.99,7196.0,7,503,96.5,PO-BOAT-2024-204473
951,605,14,4,400,13.99,5596.0,7,612,96.4,PO-BOAT-2024-879731
952,628,7,1,584,12.99,7586.16,17,645,98.9,PO-BOAT-2024-506711
953,462,7,2,400,12.99,5196.0,10,472,95.9,PO-BOAT-2024-535283
954,27,14,1,400,13.99,5596.0,18,45,97.0,PO-BOAT-2023-318166
955,12,10,2,400,54.99,21996.0,8,20,97.6,PO-BOAT-2023-769324
956,237,6,2,400,15.99,6396.0,14,251,95.0,PO-BOAT-2023-279364
957,480,8,3,400,9.99,3996.0,18,498,99.5,PO-BOAT-2024-382050
958,248,9,6,400,6.99,2796.0,10,258,97.2,PO-BOAT-2023-199949
959,96,4,4,400,10.99,4396.0,13,109,99.6,PO-BOAT-2023-483627
960,257,10,1,400,54.99,21996.0,17,274,96.7,PO-BOAT-2023-481329
961,350,12,2,400,11.99,4796.0,9,359,98.1,PO-BOAT-2023-357755
962,482,4,3,1040,10.99,11429.6,9,491,97.2,PO-BOAT-2024-435079
963,110,15,6,528,15.99,8442.72,8,118,94.0,PO-BOAT-2023-525309
964,158,4,1,400,10.99,4396.0,16,174,95.6,PO-BOAT-2023-379279
965,277,11,3,400,39.99,15996.0,9,286,98.0,PO-BOAT-2023-986720
966,378,15,6,504,15.99,8058.96,13,391,95.8,PO-BOAT-2024-888539
967,105,7,3,400,12.99,5196.0,17,122,97.1,PO-BOAT-2023-450715
968,61,1,3,400,18.99,7596.0,15,76,97.6,PO-BOAT-2023-681765
969,193,6,1,400,15.99,6396.0,11,204,99.0,PO-BOAT-2023-742278
970,661,1,5,480,18.99,9115.2,13,674,95.8,PO-BOAT-2024-144399
971,575,14,1,400,13.99,5596.0,14,589,98.3,PO-BOAT-2024-318628
972,285,4,7,496,10.99,5451.04,13,298,92.9,PO-BOAT-2023-754047
973,543,12,6,400,11.99,4796.0,11,554,93.8,PO-BOAT-2024-806526
974,236,16,3,400,19.99,7996.0,12,248,96.3,PO-BOAT-2023-577081
975,116,2,7,568,17.99,10218.32,11,127,94.3,PO-BOAT-2023-438943
976,114,5,5,400,24.99,9996.0,18,132,93.7,PO-BOAT-2023-517044
977,458,6,3,400,15.99,6396.0,16,474,98.1,PO-BOAT-2024-927456
978,696,7,6,400,12.99,5196.0,8,704,94.5,PO-BOAT-2024-290506
979,216,15,1,400,15.99,6396.0,13,229,96.5,PO-BOAT-2023-167186
980,185,1,5,424,18.99,8051.76,13,198,96.9,PO-BOAT-2023-592130
981,107,2,7,400,17.99,7196.0,8,115,94.4,PO-BOAT-2023-353943
982,157,10,3,400,54.99,21996.0,8,165,99.4,PO-BOAT-2023-853654
983,278,12,2,400,11.99,4796.0,9,287,97.0,PO-BOAT-2023-214096
984,497,1,2,400,18.99,7596.0,15,512,96.4,PO-BOAT-2024-997842
985,295,16,7,600,19.99,11994.0,7,302,95.4,PO-BOAT-2023-445909
986,425,10,3,400,54.99,21996.0,16,441,96.8,PO-BOAT-2024-401196
987,391,5,2,400,24.99,9996.0,9,400,97.9,PO-BOAT-2024-158432
988,410,11,1,400,39.99,15996.0,14,424,97.6,PO-BOAT-2024-732923
989,575,6,2,400,15.99,6396.0,11,586,97.4,PO-BOAT-2024-449082
990,116,6,1,400,15.99,6396.0,16,132,95.9,PO-BOAT-2023-344669
991,214,9,3,520,6.99,3634.8,12,226,99.9,PO-BOAT-2023-222236
992,21,4,6,552,10.99,6066.48,7,28,96.2,PO-BOAT-2023-872291
993,382,3,6,400,13.99,5596.0,12,394,97.0,PO-BOAT-2024-399763
994,572,6,1,400,15.99,6396.0,16,588,99.0,PO-BOAT-2024-580637
995,42,15,5,592,15.99,9466.08,8,50,97.1,PO-BOAT-2023-103644
996,305,10,5,400,54.99,21996.0,7,312,95.9,PO-BOAT-2023-511158
997,20,9,2,400,6.99,2796.0,7,27,95.3,PO-BOAT-2023-296805
998,30,1,1,400,18.99,7596.0,14,44,98.9,PO-BOAT-2023-271826
999,307,11,4,400,39.99,15996.0,10,317,97.6,PO-BOAT-2023-716248
1000,53,11,2,400,39.99,15996.0,17,70,97.0,PO-BOAT-2023-593558
1001,2,9,6,400,6.99,2796.0,13,15,96.7,PO-BOAT-2023-291160
1002,150,1,6,400,18.99,7596.0,7,157,94.1,PO-BOAT-2023-553170
1003,546,13,2,400,16.99,6796.0,9,555,98.6,PO-BOAT-2024-995635
1004,99,2,2,400,17.99,7196.0,8,107,95.6,PO-BOAT-2023-441239
1005,70,2,2,400,17.99,7196.0,16,86,98.8,PO-BOAT-2023-503473
1006,597,1,2,400,18.99,7596.0,16,613,98.2,PO-BOAT-2024-405416
1007,428,16,7,984,19.99,19670.16,6,434,96.9,PO-BOAT-2024-413832
1008,544,1,1,400,18.99,7596.0,9,553,96.2,PO-BOAT-2024-262367
1009,228,2,3,456,17.99,8203.44,17,245,96.3,PO-BOAT-2023-797661
1010,707,8,7,424,9.99,4235.76,8,715,96.5,PO-BOAT-2024-831213
1011,597,1,6,400,18.99,7596.0,7,604,96.6,PO-BOAT-2024-743414
1012,72,1,6,400,18.99,7596.0,12,84,94.9,PO-BOAT-2023-469533
1013,19,2,2,400,17.99,7196.0,18,37,98.3,PO-BOAT-2023-345670
1014,303,13,2,400,16.99,6796.0,17,320,98.6,PO-BOAT-2023-482951
1015,558,4,7,400,10.99,4396.0,14,572,93.0,PO-BOAT-2024-354079
1016,24,7,7,400,12.99,5196.0,9,33,94.3,PO-BOAT-2023-605642
